nylat,nylng,nyculmt,chilat,chilng,chiculmt,denlat,denlng,denculmt
-73.99481852,40.77125824,1465400,41.91714283,-87.6279242,1463225,39.70661627,-104.941109,1487225
-73.99481412,40.77128285,1465950,41.91712101,-87.627912,1463900,39.70661159,-104.9410819,1487700
-73.99480971,40.77130746,1466550,41.91709919,-87.6278998,1464100,39.70660691,-104.9410548,1488225
-73.99480531,40.77133207,1467125,41.91707737,-87.6278876,1464675,39.70660223,-104.9410277,1488600
-73.9948009,40.77135668,1467800,41.91705555,-87.6278754,1465025,39.70659754,-104.9410006,1488850
-73.99479649,40.77138129,1468250,41.91703372,-87.6278632,1465725,39.70659286,-104.9409735,1489225
-73.99479209,40.7714059,1468825,41.91701217,-87.62785054,1466075,39.70658818,-104.9409464,1489575
-73.99478768,40.7714305,1469150,41.91699071,-87.62783772,1466650,39.70658349,-104.9409193,1490275
-73.99478328,40.77145511,1469600,41.91696924,-87.6278249,1466850,39.70657881,-104.9408922,1490725
-73.99477887,40.77147972,1470125,41.91694778,-87.62781208,1467325,39.70657413,-104.9408651,1490950
-73.99477446,40.77150433,1470700,41.91692632,-87.62779926,1467925,39.70656945,-104.940838,1491200
-73.99477006,40.77152894,1471000,41.91690486,-87.62778644,1468400,39.70656651,-104.9408107,1491600
-73.99476565,40.77155355,1471700,41.9168834,-87.62777361,1468975,39.70656477,-104.9407833,1491900
-73.99475204,40.7715743,1472050,41.91686193,-87.62776079,1469350,39.70656303,-104.9407558,1492600
-73.99473758,40.77159469,1472325,41.91684047,-87.62774797,1469825,39.70656129,-104.9407284,1493100
-73.99472312,40.77161508,1472825,41.91681901,-87.62773515,1470350,39.70655956,-104.9407009,1493375
-73.99470866,40.77163548,1473525,41.91679755,-87.62772233,1470975,39.70655782,-104.9406735,1493875
-73.9946942,40.77165587,1473900,41.91677629,-87.62770918,1471600,39.70655608,-104.940646,1494200
-73.99467974,40.77167627,1474350,41.91675503,-87.62769601,1472250,39.70655434,-104.9406186,1494600
-73.99466528,40.77169666,1474800,41.91673378,-87.62768285,1472875,39.7065526,-104.9405911,1494975
-73.99465082,40.77171705,1475175,41.91671252,-87.62766969,1473400,39.70655086,-104.9405637,1495350
-73.99463636,40.77173745,1475875,41.91669127,-87.62765653,1473800,39.70654912,-104.9405362,1496050
-73.9946219,40.77175784,1476325,41.91667001,-87.62764337,1474400,39.70654738,-104.9405088,1496250
-73.99460744,40.77177824,1476825,41.91664876,-87.62763021,1474675,39.70654564,-104.9404814,1496900
-73.99459298,40.77179863,1477225,41.9166275,-87.62761704,1475125,39.7065439,-104.9404539,1497425
-73.99457852,40.77181902,1477475,41.91660625,-87.62760388,1475475,39.70654216,-104.9404265,1497625
-73.99456406,40.77183942,1477675,41.916585,-87.62759072,1476125,39.70654042,-104.940399,1498300
-73.9945496,40.77185981,1478350,41.91656374,-87.62757756,1476800,39.70653868,-104.9403716,1498675
-73.99453514,40.77188021,1478800,41.91654249,-87.6275644,1477025,39.70653695,-104.9403441,1499325
-73.99452068,40.7719006,1479025,41.91652173,-87.62755047,1477250,39.70653521,-104.9403167,1500000
-73.99450622,40.77192099,1479475,41.91650114,-87.62753629,1477625,39.70653347,-104.9402892,1500425
-73.99449176,40.77194139,1480000,41.91648056,-87.6275221,1478025,39.70653173,-104.9402618,1500675
-73.9944773,40.77196178,1480600,41.91645998,-87.62750791,1478475,39.70652999,-104.9402344,1501000
-73.99446284,40.77198218,1480975,41.91643939,-87.62749372,1479025,39.70652825,-104.9402069,1501225
-73.99444838,40.77200257,1481475,41.91641881,-87.62747953,1479500,39.70652608,-104.9401795,1501825
-73.99443392,40.77202296,1482100,41.91639822,-87.62746535,1480075,39.70652385,-104.9401521,1502325
-73.99441946,40.77204336,1482550,41.91637764,-87.62745116,1480375,39.70652162,-104.9401247,1502975
-73.994405,40.77206375,1483200,41.9163571,-87.62743691,1480975,39.70651939,-104.9400973,1503525
-73.99439054,40.77208415,1483700,41.91633683,-87.62742227,1481650,39.70651716,-104.9400699,1503775
-73.99437608,40.77210454,1484150,41.91631657,-87.62740763,1482275,39.70651493,-104.9400424,1504225
-73.99436162,40.77212493,1484700,41.9162963,-87.62739299,1482775,39.7065127,-104.940015,1504775
-73.99434716,40.77214533,1485200,41.91627603,-87.62737836,1483000,39.70651047,-104.9399876,1505400
-73.9943327,40.77216572,1485775,41.91625577,-87.62736372,1483625,39.70650824,-104.9399602,1506025
-73.99431824,40.77218612,1486275,41.9162355,-87.62734908,1484250,39.70650601,-104.9399328,1506375
-73.99430378,40.77220651,1486675,41.91621523,-87.62733445,1484500,39.70650378,-104.9399054,1506675
-73.99428932,40.7722269,1487300,41.91619497,-87.62731981,1484750,39.70650155,-104.939878,1507225
-73.99427486,40.7722473,1488000,41.9161747,-87.62730517,1485200,39.70649932,-104.9398506,1507575
-73.9942604,40.77226769,1488250,41.91615443,-87.62729053,1485450,39.70649709,-104.9398232,1507975
-73.99424594,40.77228808,1488750,41.91613418,-87.62727587,1485675,39.70649486,-104.9397958,1508525
-73.99423148,40.77230848,1489375,41.91611395,-87.62726119,1485925,39.70649263,-104.9397684,1509050
-73.99421702,40.77232887,1489725,41.91609371,-87.62724651,1486425,39.7064904,-104.9397409,1509425
-73.99420256,40.77234927,1490000,41.91607348,-87.62723183,1486750,39.70648817,-104.9397135,1510000
-73.9941881,40.77236966,1490550,41.91605324,-87.62721714,1487175,39.70648594,-104.9396861,1510375
-73.99417364,40.77239005,1490900,41.91603301,-87.62720246,1487550,39.70648371,-104.9396587,1511025
-73.99415918,40.77241045,1491325,41.91601278,-87.62718778,1487825,39.70648148,-104.9396313,1511275
-73.99414472,40.77243084,1491850,41.91599254,-87.62717309,1488425,39.70647925,-104.9396039,1511575
-73.99413026,40.77245124,1492125,41.91597231,-87.62715841,1488800,39.70647718,-104.9395765,1512175
-73.99411581,40.77247163,1492475,41.91595208,-87.62714373,1489100,39.70647607,-104.939549,1512475
-73.99410135,40.77249202,1492900,41.91593184,-87.62712904,1489700,39.70647497,-104.9395215,1512950
-73.99408689,40.77251242,1493450,41.91591169,-87.62711425,1490325,39.70647387,-104.939494,1513275
-73.99407243,40.77253281,1493925,41.9158917,-87.62709924,1490525,39.70647277,-104.9394666,1513675
-73.99405797,40.77255321,1494500,41.91587172,-87.62708422,1491100,39.70647167,-104.9394391,1513875
-73.99404351,40.7725736,1494725,41.91585173,-87.6270692,1491650,39.70647057,-104.9394116,1514275
-73.99402905,40.77259399,1495050,41.91583174,-87.62705418,1492350,39.70646947,-104.9393841,1514825
-73.99401459,40.77261439,1495750,41.91581176,-87.62703916,1492900,39.70646837,-104.9393567,1515475
-73.99400013,40.77263478,1495950,41.91579177,-87.62702414,1493450,39.70646727,-104.9393292,1516175
-73.99398567,40.77265518,1496300,41.91577179,-87.62700912,1493775,39.70646617,-104.9393017,1516750
-73.99397121,40.77267557,1496825,41.91575181,-87.62699409,1494175,39.70646507,-104.9392742,1517100
-73.99395675,40.77269596,1497025,41.91573196,-87.62697889,1494850,39.70646396,-104.9392467,1517600
-73.99394229,40.77271636,1497250,41.91571211,-87.6269637,1495050,39.70646286,-104.9392193,1518300
-73.99392783,40.77273675,1497650,41.91569225,-87.6269485,1495650,39.70646176,-104.9391918,1518775
-73.99391337,40.77275715,1498350,41.9156724,-87.62693331,1495900,39.70646066,-104.9391643,1519100
-73.99389891,40.77277754,1498775,41.91565255,-87.62691811,1496275,39.70645956,-104.9391368,1519650
-73.99388445,40.77279793,1499100,41.9156327,-87.62690292,1496575,39.70645846,-104.9391094,1520050
-73.99386999,40.77281833,1499675,41.91561285,-87.62688772,1497125,39.70645736,-104.9390819,1520250
-73.99385553,40.77283872,1500000,41.91559299,-87.62687253,1497525,39.70645626,-104.9390544,1520925
-73.99384107,40.77285912,1500225,41.91557337,-87.62685703,1498125,39.70645516,-104.9390269,1521175
-73.99382661,40.77287951,1500450,41.91555378,-87.62684151,1498800,39.70645406,-104.9389994,1521650
-73.99381215,40.7728999,1500650,41.9155342,-87.62682597,1499275,39.70645296,-104.938972,1522025
-73.99379769,40.7729203,1500975,41.91551464,-87.62681039,1499525,39.7064533,-104.9389445,1522225
-73.99378323,40.77294069,1501425,41.91549509,-87.62679481,1500225,39.70645526,-104.9389171,1522800
-73.99376877,40.77296109,1501925,41.91547554,-87.62677923,1500900,39.70645722,-104.9388896,1523050
-73.99375431,40.77298148,1502425,41.91545626,-87.62676332,1501375,39.70645918,-104.9388622,1523275
-73.99373985,40.77300187,1502725,41.91543474,-87.62675238,1501975,39.70646113,-104.9388348,1523825
-73.99372539,40.77302227,1503050,41.91541028,-87.6267547,1502575,39.70646309,-104.9388074,1524150
-73.99371093,40.77304266,1503325,41.91538639,-87.62676169,1502775,39.70646505,-104.9387799,1524425
-73.99369647,40.77306305,1503975,41.91536384,-87.62677249,1503100,39.706467,-104.9387525,1524700
-73.99368201,40.77308345,1504600,41.91534128,-87.62678326,1503475,39.70646896,-104.9387251,1525125
-73.99366755,40.77310384,1505025,41.91531858,-87.62679373,1504075,39.70647092,-104.9386976,1525625
-73.99365309,40.77312424,1505225,41.91529595,-87.62680435,1504525,39.70647287,-104.9386702,1526075
-73.99363863,40.77314463,1505450,41.91527342,-87.62681518,1504800,39.70647483,-104.9386428,1526400
-73.99362417,40.77316502,1505825,41.91525077,-87.62682573,1505275,39.70647679,-104.9386153,1526650
-73.99360971,40.77318542,1506400,41.91522701,-87.62683351,1505575,39.70647874,-104.9385879,1527100
-73.99359525,40.77320581,1506800,41.91520325,-87.62684128,1506100,39.7064807,-104.9385605,1527800
-73.99358079,40.77322621,1507275,41.91517896,-87.62684708,1506375,39.70648266,-104.9385331,1528350
-73.99356633,40.7732466,1507500,41.91515448,-87.626852,1506675,39.70648462,-104.9385056,1528575
-73.99355187,40.77326699,1508175,41.91512948,-87.626852,1507250,39.70648657,-104.9384782,1528775
-73.99353741,40.77328739,1508425,41.91510448,-87.626852,1507450,39.70648853,-104.9384508,1529025
-73.99352295,40.77330778,1508625,41.91507948,-87.62685245,1507925,39.70649049,-104.9384233,1529350
-73.99350849,40.77332818,1509125,41.91505454,-87.62685235,1508250,39.70649244,-104.9383959,1529950
-73.99349403,40.77334857,1509700,41.9150298,-87.62684875,1508475,39.7064944,-104.9383685,1530400
-73.99347957,40.77336896,1510200,41.91500506,-87.62684515,1509075,39.70649636,-104.938341,1530975
-73.99346511,40.77338936,1510525,41.91498048,-87.62684061,1509425,39.70649085,-104.9383144,1531625
-73.99345065,40.77340975,1510825,41.9149559,-87.62683603,1510050,39.70648324,-104.938288,1532175
-73.99343619,40.77343015,1511450,41.9149317,-87.62682991,1510625,39.70647563,-104.9382615,1532375
-73.99342173,40.77345054,1512025,41.91490781,-87.62682256,1511100,39.70646801,-104.9382351,1532675
-73.99340727,40.77347093,1512525,41.91488512,-87.62681211,1511550,39.7064604,-104.9382087,1533375
-73.99339281,40.77349133,1512800,41.91486252,-87.62680141,1511800,39.70645279,-104.9381823,1533675
-73.99337835,40.77351172,1513475,41.91484074,-87.6267893,1512500,39.70644518,-104.9381558,1534225
-73.99336389,40.77353212,1514100,41.91482015,-87.62677511,1513000,39.70643756,-104.9381294,1534875
-73.99334943,40.77355251,1514650,41.91479957,-87.62676092,1513525,39.70642995,-104.938103,1535400
-73.99333497,40.7735729,1515100,41.91477899,-87.62674673,1513900,39.70642234,-104.9380766,1535725
-73.99332051,40.7735933,1515650,41.91475841,-87.62673254,1514150,39.70641473,-104.9380501,1536225
-73.99330605,40.77361369,1516000,41.91473782,-87.62671835,1514475,39.70640711,-104.9380237,1536425
-73.99329159,40.77363409,1516250,41.91471724,-87.62670417,1514950,39.7063995,-104.9379973,1537025
-73.99327713,40.77365448,1516575,41.91469708,-87.62668938,1515450,39.70639189,-104.9379709,1537700
-73.99326267,40.77367487,1516950,41.91467693,-87.62667459,1515700,39.70638428,-104.9379444,1538325
-73.99324821,40.77369527,1517450,41.91465677,-87.62665979,1516050,39.70637666,-104.937918,1538850
-73.99323375,40.77371566,1518100,41.91463662,-87.626645,1516375,39.70636905,-104.9378916,1539325
-73.9932193,40.77373606,1518500,41.9146166,-87.62663003,1516800,39.70636144,-104.9378652,1539925
-73.99320484,40.77375645,1519125,41.91459687,-87.62661468,1517275,39.70635383,-104.9378387,1540600
-73.99319038,40.77377684,1519825,41.91457714,-87.62659933,1517600,39.70634621,-104.9378123,1540850
-73.99317592,40.77379724,1520325,41.9145574,-87.62658398,1518150,39.7063386,-104.9377859,1541425
-73.99316146,40.77381763,1520950,41.91453767,-87.62656863,1518400,39.70633099,-104.9377595,1542075
-73.993147,40.77383802,1521575,41.91451794,-87.62655328,1518650,39.70632372,-104.9377329,1542750
-73.99313254,40.77385842,1522250,41.91449985,-87.62653606,1519125,39.70631731,-104.9377062,1543000
-73.99311808,40.77387881,1522625,41.91448205,-87.6265185,1519650,39.70631089,-104.9376795,1543400
-73.99310362,40.77389921,1523100,41.91446425,-87.62650095,1520050,39.70630447,-104.9376527,1543600
-73.99308916,40.7739196,1523500,41.91444645,-87.62648339,1520700,39.70629806,-104.937626,1544175
-73.9930747,40.77393999,1523975,41.9144314,-87.62646353,1520900,39.70629164,-104.9375992,1544775
-73.99306024,40.77396039,1524500,41.91441728,-87.62644291,1521500,39.70628522,-104.9375725,1545025
-73.99304578,40.77398078,1525100,41.91440315,-87.62642228,1521900,39.70627881,-104.9375458,1545350
-73.99303132,40.77400118,1525450,41.91438902,-87.62640166,1522250,39.70627239,-104.937519,1545575
-73.99301686,40.77402157,1525925,41.91437489,-87.62638103,1522650,39.70626598,-104.9374923,1546075
-73.9930024,40.77404196,1526500,41.91436076,-87.62636041,1523275,39.70625956,-104.9374655,1546400
-73.99298794,40.77406236,1526725,41.91434661,-87.6263398,1523725,39.70625314,-104.9374388,1546975
-73.99297348,40.77408275,1527200,41.91433246,-87.62631919,1524275,39.70624673,-104.9374121,1547500
-73.99295902,40.77410315,1527550,41.9143183,-87.62629859,1524625,39.70624031,-104.9373853,1548100
-73.99294456,40.77412354,1528250,41.91430414,-87.62627798,1524950,39.7062339,-104.9373586,1548700
-73.9929301,40.77414393,1528725,41.91428999,-87.62625738,1525400,39.70622748,-104.9373318,1548925
-73.99291564,40.77416433,1529275,41.91427583,-87.62623677,1526025,39.70622106,-104.9373051,1549325
-73.99290118,40.77418472,1529525,41.91426167,-87.62621617,1526600,39.70621465,-104.9372783,1549875
-73.99288672,40.77420512,1529925,41.91424725,-87.62619575,1526950,39.70620823,-104.9372516,1550150
-73.99287226,40.77422551,1530600,41.91423252,-87.62617555,1527625,39.70620181,-104.9372249,1550725
-73.9928578,40.7742459,1530850,41.91421779,-87.62615535,1527975,39.7061954,-104.9371981,1551275
-73.99284334,40.7742663,1531350,41.91420305,-87.62613515,1528400,39.70618898,-104.9371714,1551975
-73.99282888,40.77428669,1531550,41.91418791,-87.62611528,1529100,39.70618257,-104.9371446,1552400
-73.99281442,40.77430709,1532200,41.91417155,-87.62609637,1529500,39.70617562,-104.937118,1552875
-73.99279996,40.77432748,1532800,41.9141552,-87.62607747,1529750,39.70616832,-104.9370915,1553375
-73.9927855,40.77434787,1533250,41.91413803,-87.62605933,1530450,39.70616102,-104.937065,1553800
-73.99277104,40.77436827,1533675,41.91412005,-87.62604195,1530700,39.70615372,-104.9370385,1554200
-73.99275658,40.77438866,1534075,41.91410022,-87.62602679,1530900,39.70614641,-104.937012,1554500
-73.99274212,40.77440906,1534750,41.91408,-87.62601209,1531225,39.70613911,-104.9369855,1555125
-73.99272766,40.77442945,1535300,41.91405827,-87.62599992,1531700,39.70613181,-104.936959,1555475
-73.9927132,40.77444984,1535500,41.91403574,-87.62598909,1532225,39.70612451,-104.9369324,1556000
-73.99269874,40.77447024,1535750,41.91401285,-87.6259791,1532750,39.70611721,-104.9369059,1556300
-73.99268428,40.77449063,1536275,41.9139893,-87.62597073,1533425,39.70610991,-104.9368794,1556900
-73.99266982,40.77451103,1536825,41.91396519,-87.62596474,1534100,39.70610261,-104.9368529,1557450
-73.99265536,40.77453142,1537025,41.91394035,-87.62596184,1534400,39.70609531,-104.9368264,1557675
-73.9926409,40.77455181,1537275,41.91391552,-87.62595896,1535025,39.70608801,-104.9367999,1557950
-73.99262644,40.77457221,1537825,41.91389061,-87.62595681,1535275,39.70608071,-104.9367734,1558275
-73.99261198,40.7745926,1538375,41.91386571,-87.62595466,1535925,39.70607341,-104.9367469,1558475
-73.99259752,40.77461299,1538975,41.91384076,-87.62595299,1536275,39.7060661,-104.9367203,1558950
-73.99258306,40.77463339,1539625,41.91381581,-87.62595152,1536525,39.7060588,-104.9366938,1559300
-73.9925686,40.77465378,1539975,41.91379085,-87.62595005,1537050,39.7060515,-104.9366673,1559650
-73.99255414,40.77467418,1540475,41.91376617,-87.6259461,1537250,39.7060442,-104.9366408,1560125
-73.99253968,40.77469457,1540825,41.9137415,-87.62594206,1537775,39.7060369,-104.9366143,1560775
-73.99252522,40.77471496,1541300,41.9137168,-87.62593818,1538425,39.7060296,-104.9365878,1561275
-73.99251076,40.77473536,1541900,41.9136921,-87.62593434,1538675,39.7060223,-104.9365613,1561600
-73.9924963,40.77475575,1542275,41.91366752,-87.62592985,1539100,39.706015,-104.9365348,1561800
-73.99248184,40.77477615,1542900,41.91364314,-87.6259243,1539525,39.70600693,-104.9365085,1562300
-73.99246738,40.77479654,1543225,41.91361944,-87.62591658,1539775,39.70599878,-104.9364822,1562625
-73.99245292,40.77481693,1543850,41.91359617,-87.62590744,1540275,39.70599062,-104.9364559,1562950
-73.99243846,40.77483733,1544450,41.91357316,-87.62589781,1540775,39.70598246,-104.9364297,1563250
-73.99242591,40.77485846,1544900,41.91355122,-87.62588581,1541375,39.70597431,-104.9364034,1563600
-73.99242297,40.77488328,1545275,41.91352929,-87.62587381,1542050,39.70596615,-104.9363771,1563825
-73.99242004,40.77490811,1545725,41.91350736,-87.62586181,1542400,39.705958,-104.9363509,1564275
-73.9924171,40.77493294,1546375,41.91348545,-87.62584978,1542875,39.70594984,-104.9363246,1564825
-73.99241417,40.77495776,1546950,41.91346353,-87.62583774,1543250,39.70594168,-104.9362984,1565450
-73.99241123,40.77498259,1547400,41.91344162,-87.62582571,1543600,39.70593353,-104.9362721,1566150
-73.99240829,40.77500742,1547875,41.9134197,-87.62581368,1544200,39.70592537,-104.9362458,1566825
-73.99240536,40.77503224,1548575,41.91339975,-87.62579879,1544600,39.70591722,-104.9362196,1567450
-73.99240242,40.77505707,1549075,41.91338067,-87.62578264,1545200,39.70590906,-104.9361933,1567775
-73.99239949,40.7750819,1549750,41.91336159,-87.6257665,1545475,39.7059009,-104.936167,1568275
-73.99239655,40.77510673,1550400,41.91334272,-87.6257501,1545925,39.70589275,-104.9361408,1568875
-73.99239361,40.77513155,1551075,41.9133244,-87.62573309,1546525,39.70588459,-104.9361145,1569375
-73.99239068,40.77515638,1551775,41.91330608,-87.62571608,1546825,39.70587644,-104.9360883,1569750
-73.99238774,40.77518121,1552050,41.9132905,-87.62569653,1547225,39.70586828,-104.936062,1569950
-73.99238481,40.77520603,1552475,41.91327492,-87.62567697,1547575,39.70586012,-104.9360357,1570250
-73.99238187,40.77523086,1552725,41.91325982,-87.62565708,1547800,39.70585197,-104.9360095,1570475
-73.99237894,40.77525569,1553425,41.91324627,-87.62563607,1548200,39.70584381,-104.9359832,1571125
-73.992376,40.77528051,1553750,41.91323272,-87.62561506,1548775,39.70583566,-104.9359569,1571700
-73.99237306,40.77530534,1554225,41.91321926,-87.62559399,1549300,39.70582665,-104.935931,1571975
-73.99237013,40.77533017,1554600,41.91320605,-87.62557277,1549500,39.70581335,-104.935907,1572625
-73.99236719,40.775355,1555050,41.91319283,-87.62555155,1550050,39.70580005,-104.9358829,1573150
-73.99236426,40.77537982,1555350,41.91317877,-87.62553088,1550650,39.70578676,-104.9358588,1573675
-73.99235728,40.77540236,1555700,41.91316449,-87.62551037,1551025,39.70577346,-104.9358348,1574350
-73.99233747,40.77541761,1556100,41.91315004,-87.62548998,1551625,39.70576016,-104.9358107,1574800
-73.99231766,40.77543286,1556700,41.91313286,-87.62547182,1552125,39.70574686,-104.9357866,1575275
-73.99229785,40.77544811,1557050,41.91311562,-87.62545372,1552725,39.70573357,-104.9357625,1575775
-73.99227804,40.77546336,1557450,41.91309547,-87.62543892,1553150,39.70572027,-104.9357385,1576250
-73.99225823,40.77547861,1558050,41.91307533,-87.62542412,1553500,39.70570697,-104.9357144,1576525
-73.99223842,40.77549386,1558250,41.91305388,-87.62541144,1554050,39.70569367,-104.9356903,1577025
-73.99221861,40.77550911,1558800,41.91303152,-87.62540026,1554550,39.70568038,-104.9356663,1577550
-73.99219881,40.77552436,1559300,41.91300933,-87.62538877,1555075,39.70566708,-104.9356422,1578175
-73.992179,40.77553962,1559500,41.91298744,-87.62537669,1555300,39.70565378,-104.9356181,1578575
-73.99215919,40.77555487,1559900,41.91296555,-87.62536461,1555750,39.70564048,-104.935594,1578850
-73.99213938,40.77557012,1560550,41.91294286,-87.62535418,1556025,39.70562719,-104.93557,1579425
-73.99211957,40.77558537,1560800,41.91291983,-87.62534446,1556575,39.70561389,-104.9355459,1579950
-73.99209976,40.77560062,1561375,41.91289651,-87.62533544,1556900,39.70560059,-104.9355218,1580650
-73.99207995,40.77561587,1561575,41.91287311,-87.62532666,1557300,39.70558729,-104.9354978,1580900
-73.99206014,40.77563112,1561800,41.91284886,-87.62532091,1557500,39.705574,-104.9354737,1581350
-73.99204033,40.77564637,1562050,41.91282426,-87.62531647,1557900,39.7055607,-104.9354496,1581775
-73.99202052,40.77566162,1562300,41.9127996,-87.62531247,1558375,39.7055474,-104.9354255,1582150
-73.99200071,40.77567688,1562650,41.91277472,-87.62531005,1558925,39.7055341,-104.9354015,1582750
-73.9919809,40.77569213,1563200,41.91274983,-87.62530763,1559550,39.70552221,-104.9353767,1583325
-73.99196109,40.77570738,1563650,41.91272495,-87.62530521,1559800,39.70551171,-104.9353513,1583950
-73.99194129,40.77572263,1564275,41.91270007,-87.62530279,1560425,39.70550121,-104.9353259,1584425
-73.99192148,40.77573788,1564900,41.9126752,-87.62530021,1560925,39.70549071,-104.9353005,1584700
-73.99190167,40.77575313,1565275,41.91265034,-87.62529756,1561600,39.70548021,-104.9352751,1585300
-73.99188186,40.77576838,1565825,41.91262548,-87.62529491,1562150,39.7054697,-104.9352497,1585625
-73.99186205,40.77578363,1566300,41.91260062,-87.62529226,1562800,39.7054592,-104.9352242,1586225
-73.99184224,40.77579888,1566825,41.91257576,-87.62528961,1563275,39.7054487,-104.9351988,1586900
-73.99182243,40.77581413,1567225,41.91255094,-87.62528665,1563625,39.7054382,-104.9351734,1587450
-73.99180262,40.77582939,1567625,41.91252613,-87.6252836,1563825,39.7054277,-104.935148,1587925
-73.99178281,40.77584464,1568250,41.91250132,-87.62528055,1564425,39.7054172,-104.9351226,1588625
-73.991763,40.77585989,1568875,41.9124765,-87.62527749,1564950,39.7054067,-104.9350972,1588900
-73.99174319,40.77587514,1569425,41.91245169,-87.62527444,1565250,39.7053962,-104.9350717,1589275
-73.99172338,40.77589039,1569925,41.91242691,-87.62527117,1565775,39.7053857,-104.9350463,1589475
-73.99170697,40.77590903,1570525,41.91240215,-87.62526771,1566375,39.7053752,-104.9350209,1589975
-73.99169173,40.77592885,1571100,41.91237739,-87.62526425,1566825,39.70536469,-104.9349955,1590225
-73.99167649,40.77594867,1571625,41.91235263,-87.62526079,1567325,39.70535419,-104.9349701,1590525
-73.99166124,40.77596848,1572125,41.9123278,-87.62525787,1567600,39.70534369,-104.9349447,1590825
-73.991646,40.7759883,1572450,41.91230295,-87.62525511,1568175,39.70533319,-104.9349192,1591525
-73.99163076,40.77600812,1572975,41.91227809,-87.62525247,1568875,39.70532269,-104.9348938,1592225
-73.99161552,40.77602793,1573575,41.91225319,-87.62525024,1569350,39.70531219,-104.9348684,1592650
-73.99160028,40.77604775,1573825,41.91222829,-87.62524801,1570050,39.70530169,-104.934843,1593125
-73.99158504,40.77606757,1574125,41.91220341,-87.62524555,1570375,39.70529119,-104.9348176,1593650
-73.9915698,40.77608738,1574450,41.91217855,-87.62524291,1571050,39.70528038,-104.9347923,1593975
-73.99155456,40.7761072,1574975,41.91215424,-87.62523747,1571475,39.70526948,-104.934767,1594600
-73.99153931,40.77612702,1575600,41.91213021,-87.62523058,1572100,39.70525857,-104.9347418,1595150
-73.99152407,40.77614683,1576175,41.91210618,-87.62522368,1572700,39.70524767,-104.9347165,1595725
-73.99150883,40.77616665,1576825,41.91208215,-87.62521678,1572900,39.70523677,-104.9346913,1596050
-73.99149359,40.77618647,1577175,41.91205819,-87.62520965,1573225,39.70522587,-104.9346661,1596400
-73.99147835,40.77620628,1577775,41.91203431,-87.62520226,1573650,39.70521497,-104.9346408,1596925
-73.99146311,40.7762261,1578050,41.91201043,-87.62519486,1574175,39.70520407,-104.9346156,1597200
-73.99144787,40.77624592,1578700,41.91198655,-87.62518746,1574425,39.70519317,-104.9345903,1597700
-73.99143263,40.77626573,1579300,41.91196267,-87.62518007,1574900,39.70518227,-104.9345651,1598100
-73.99141739,40.77628555,1579700,41.91193881,-87.62517259,1575350,39.70517137,-104.9345398,1598625
-73.99140214,40.77630537,1580250,41.91191497,-87.62516508,1576025,39.70516047,-104.9345146,1598875
-73.9913869,40.77632519,1580475,41.91189078,-87.62515896,1576575,39.70514956,-104.9344893,1599350
-73.99137166,40.776345,1580950,41.91186617,-87.62515455,1577225,39.70513866,-104.9344641,1599575
-73.99135642,40.77636482,1581150,41.9118416,-87.62515186,1577900,39.70512776,-104.9344388,1600250
-73.99134118,40.77638464,1581450,41.91181816,-87.6251605,1578300,39.70511686,-104.9344136,1600550
-73.99132594,40.77640445,1582050,41.91179672,-87.62517337,1578775,39.70510596,-104.9343883,1600800
-73.9913107,40.77642427,1582350,41.9117747,-87.62518515,1579075,39.70509506,-104.9343631,1601175
-73.99129546,40.77644409,1582775,41.91175234,-87.62519633,1579525,39.70508416,-104.9343378,1601375
-73.99128021,40.7764639,1583125,41.91172887,-87.62520453,1580125,39.70507326,-104.9343126,1601800
-73.99126497,40.77648372,1583625,41.9117046,-87.62521051,1580700,39.70506236,-104.9342873,1602175
-73.99124973,40.77650354,1583825,41.91168026,-87.62521623,1581200,39.70505146,-104.9342621,1602750
-73.99123449,40.77652335,1584400,41.91165538,-87.6252182,1581775,39.70504053,-104.9342369,1603450
-73.99121925,40.77654317,1584700,41.91163042,-87.62521959,1582450,39.70502927,-104.9342118,1603700
-73.99120401,40.77656299,1585050,41.91160544,-87.62521977,1583050,39.705018,-104.9341867,1604100
-73.99118877,40.7765828,1585625,41.91158044,-87.62521944,1583500,39.70500673,-104.9341616,1604550
-73.99117353,40.77660262,1586050,41.91155544,-87.62521911,1583875,39.70499547,-104.9341365,1604800
-73.99115828,40.77662244,1586475,41.9115305,-87.62521762,1584475,39.7049842,-104.9341114,1605000
-73.99114171,40.77664104,1586675,41.91150558,-87.62521555,1585000,39.70497293,-104.9340863,1605675
-73.99112339,40.77665805,1586950,41.91148066,-87.62521376,1585700,39.70496167,-104.9340613,1605975
-73.99110507,40.77667507,1587350,41.91145572,-87.62521193,1586350,39.7049504,-104.9340362,1606475
-73.99108676,40.77669208,1587550,41.91143079,-87.62521011,1586650,39.70493913,-104.9340111,1607100
-73.99106844,40.77670909,1588025,41.91140586,-87.62520828,1586975,39.70492787,-104.933986,1607500
-73.99105012,40.77672611,1588650,41.9113809,-87.62520689,1587275,39.7049166,-104.9339609,1607950
-73.99103181,40.77674312,1589050,41.91135593,-87.62520558,1587550,39.70490533,-104.9339358,1608275
-73.99101349,40.77676014,1589350,41.91133097,-87.62520426,1587750,39.70489407,-104.9339107,1608875
